id,abstract,label
BD_182,since difficult deal big data traditional model algorithm predicting estimating characteristic big data important remote sensing big data consist many largescale image extremely complex term structural spectral textual feature based multiresolution analysis theory natural image sparse obvious clustering persistence character transformed another domain group basic special function wavelet transform represent remote sensing big data large scale space domain correlated spectral domain continuous time domain decompose big data set approximate multiscale detail coefficient based wavelet transform order determine whether density function wavelet coefficient big data set peaky zero heavy tailed shape twocomponent gaussian mixture model gmm employed first time expectationmaximization likelihood method estimate model parameter remote sensing big data set wavelet domain variance gmm changing band time scale comprehensively analyzed statistical characteristic different texture also compared find cluster characteristic wavelet coefficient still obvious remote sensing big data set different band different scale however precise model longterm sequence data set gmm also found scale feature different texture big data set obviously reflected probability density function gmm parameter wavelet coefficient ,2
BD_183,executing big data workload upon high performance computing hpc infrastractures become attractive way improve performance however collocation hpc big data workload easy mainly core concept difference focus challenge related scheduling big data hpc workload computing platform classic hpc workload rigidity job tends create hole schedule idle resource dynamic pool big data workload propose idea based resource management system rjms configuration make hpc big data system communicate simple prologepilog mechanism leverage builtin resilience big data framework minimizing disturbance hpc workload first approach production rjms middleware oar hadoop yarn hpc big data ecosystem respectively technique evaluated real experiment upon grid platform experiment validate assumption show promising result system capable running hpc workload % cluster utilization big data workload fill schedule hole reach full % utilization observe penalty mean waiting time hpc job le % big data effectiveness % average ,2
BD_184,emerging big data application require significant amount server computational power big data analytics application rely heavily specific deep machine learning data mining algorithm exhibit high computational intensity memory intensity io intensity control intensity big data application require computing resource efficiently scale manage massive amount erse data however rapid growth data yield challenge process data efficiently current server architecture big xeon core furthermore physical design constraint power density become dominant limiting factor scaling server therefore recent advocate lowpower embedded core server little atom address challenge methodical investigation power performance measurement comprehensive system level microarchitectural analysis characterize emerging big data application big xeon little atombased server architecture characterization result across wide range realworld big data application various software stack demonstrate choice big v little corebased server energyefficiency significantly influenced size data performance constraint presence accelerator furthermore microarchitecturelevel analysis highlight improvement needed big little core microarchitecture ,2
BD_185,realworld physical abstract data object interconnected forming gigantic interconnected network structuring data object interaction object multiple type network become semistructured heterogeneous information network realworld application handle big data including interconnected social medium social network scientific engineering medical information system online ecommerce system database system structured heterogeneous information network therefore effective analysis largescale heterogeneous information network pose interesting critical challenge book investigate principle methodology mining heterogeneous information network departing many existing network model view interconnected data homogeneous graph network semistructured heterogeneous information network model leverage rich semantics typed node link network uncovers surprisingly rich knowledge network semistructured heterogeneous network modeling lead series principle powerful methodology mining interconnected data including rankbased clustering classification metapathbased similarity search mining relation strengthaware mining many potential development book introduces research frontier point promising research direction table content introduction rankingbased clustering classification heterogeneous information network metapathbased similarity search metapathbased relationship prediction relation strengthaware clustering incomplete attribute userguided clustering via metapath selection research frontier ,2
BD_186,recent year online social networking revolutionized interpersonal communication newer research language analysis social medium increasingly focusing latter impact daily life personal professional level natural language processing nlp one promising avenue social medium data processing scientific challenge develop powerful method algorithm extract relevant information large volume data coming multiple source language various format free form discus challenge analyzing social medium text contrast traditional document research method information extraction automatic categorization clustering automatic summarization indexing statistical machine translation need adapted kind data book review current research natural language processing nlp tool method processing nontraditional information social medium data available large amount big data show innovative nlp approach integrate appropriate linguistic information various field social medium monitoring health care business intelligence industry marketing security defense existing evaluation metric nlp social medium application effort evaluation campaign shared task datasets collected social medium task organized association computational linguistics semeval task national institute standard technology via text retrieval conference trec text analysis conference tac concluding chapter discus importance dynamic discipline great potential nlp coming decade context change mobile technology cloud computing social networking ,2
BD_187,big data era characterized explosion information form digital data collection ranging scientific knowledge social medium news everyones daily life example collection include scientific publication enterprise log news article social medium general web page valuable knowledge multityped entity often hidden unstructured loosely structured interconnected data mining latent structure around entity uncovers hidden knowledge implicit topic phrase entity role relationship monograph investigate principle methodology mining latent entity structure massive unstructured interconnected data propose textrich information network model modeling data many different domain lead series principle powerful methodology mining latent structure including latent topical hierarchy quality topical phrase entity role hierarchical topical community entity relation book also introduces application enabled mined structure point promising research direction ,2
BD_188,big volume bioinformatics data need high processing power bigbio one solution addressing challenge bigbio big data analyst mapreduce hadoop cluster bioinformatics application bigbio tested implementing bioinformatics wordcount problem application mapreduce programming pattern bigbio count number occurrence word text extract unique word molecular sequence application characterized almost lowweight computation big size data set performance bigbio tested bigbio framework could analyze bioinformatics big data faster efficient many bioinformatics application maintaining good processing capability scalability ease maintenance cheap commodity bigbio reduces processing time parallel bioinformatics algorithm compared legacy serial mpi based application testing bigbio stated scale automatically size data bigbio portable many hadoop infrastructure without modification accelerating dataintensive bioinformatics analysis ,2
BD_189,summary form given presentation discus dddas paradigm unifies system modeling instrumentation aspect creating revolutionary capability improved understanding analysis optimized autonomic management decision support operational engineered natural multientity system including human societal system key underlying concept dddas dynamic integration instrumentation data executing model system feedback control loop online data dynamically incorporated system executing model improve modeling accuracy speedup simulation reverse executing model control instrumentation selectively adaptively target data collection process dynamically manage collective set sensor controller dddas timely advent largescaledynamicdata largescalebigcomputing largescaledynamicdata encompasses next wave big data namely dynamic data arising ubiquitous sensing control engineered natural societal system multitude heterogeneous sensor controller instrumenting system opportunity challenge largescales relate size data heterogeneity data data collection modality data fidelity timescales ranging realtime data archival data tandem important dimension dynamic data extended view big computing includes dimension computing collective computing networked assembly multitude sensor controller dddas paradigm driving exploiting notion largescale dynamic data largescale big computing shaping research direction engendering transformative impact range natural engineered system application area spanning environment nanoscale terrascale extraterrascale environment example advance capability presented include material analysis decision support structural system manufacturing system cellular neural biorobotic system environmental system critical infrastructure system urban air transportation energy powergrids smart agriculture ,2
BD_190,internet plus big data science information era increasing rapidly seek special unknown object human exploration mystery universe pursue goal universe spectrum big data mining fairly complex data dimension high correlation dimension strong easy introduce noise missing data much difficult deal metering data article investigates lamost data release star spectrum based high resolution spectral parameter rfitsio software package r language used graphically analyze big data spectrum deep learning analysis extract information large data finding knowledge unknown outlier data fit format spectral large data information rise & ltsup & gt & ltsup & gt level data since big data imported large amount redundant information full spectrum signal star spectrum making full multivariable statistical analysis cluster clustering data characterized line index lick line index spectral feature spectral data clustered kmeans mean algorithm deep learning experiment show data strong physical correlation valid fast clustering outlier analysis big data feature spectral survey completed characteristic data ,2
BD_191,initial form writing current data center human pursue constantly collected information ascend tool led deluge data demand refined data storage system commencement timeline cover sudden increase information big data generated necessity manage save information swiftness information generation increase moore law commencement century exorbitant data making great trouble human being well society development information digitization massive amount data structured semistructured unstructured generated quickly user store vast amount clumsy well sensitive data big data platform sharing sensitive data help organization reduce cost providing user personalized service provide value added data service issue related data security privacy cardinal concern age big data data volume high growing popularity development big data technology bring serious threat security iniduals sensitive information implementing security privacy policy challenge era big data governmental agency healthcare industry private organization invest large resource collection aggregation sharing large amount personal data however secure data sharing problematic ,2
BD_192,biomedical data generated large quantity every day biomedical device also hospital equipment resource well mobile device one technology biomedical computing working called big data however large amount data big data rapidly disappearing since usually used stored research purpose today big data technology find various application area research field biomedical healthcare service biomedical informatics subfield biomedical research one favorite area big data analyzes frequently used recently study point enormous potential big data biomedical research quite important aim identify expectation challenge biomedical informatics term big data technology classifying data gathering data storage data management data analysis line organizational model offered biomedical informatics term big data ,2
BD_193,power system generate huge data operation center information system related equipment em scada gi pmu ami external system etc data posse various characteristic large volume high velocity strong mutual action tool technology seek manage dig value visualize data widely used power system combining advantage mainstream big data ecosystem proposes big data platform power system proposed big data platform includes data integration layer data storage layer data processing layer data visualization layer demonstrate effectiveness proposed big data architecture case salt nonsoluble deposit density big data application platform power system designed result verify effectiveness designed big data platform ,2
BD_194,statistic indonesia charge government duty field statistic census survey compilation statistical data done case survey environment getting worse statistical activity le efficient hand phenomenon called big data arises many research learn extract big data value researcher identified big data combined statistical methodology part data source researcher identified three survey consists consumer price survey business tendency survey data satisfaction survey survey researcher found big data could give opportunity generating statistical data making online submission system information extraction system sentiment analysis establishing legal cooperation private sector way get opportunity delivered big data nevertheless big data also offer many challenge combined statistical methodology researcher identified big data challenge come stage statistical methodology challenge also come legislation security privacy storage processing data access skill requirement financial ,2
BD_195,scalable database management system work online transaction processing system decision support system big data current era play critical role rdbms provide fast solution manage data cloud computing also played good role transformation traditional database management system big data service need provide cloud cloud computing another dimension data processing big data present challenge need addressed successful big data application cloud environment developer designer cloud provider handle issue big data online transaction support decision support adhoc query processing concluding section propose various big data model functionality data management lead bridge developed big data cloud computing boost performance large data reduced cost ,2
BD_196,big data cloud computing two emerging technology revolutionized data storage well analysis big data though defined differently different expert essentially implies large volume structured unstructured data cloud computing hand recent phenomenon technology development led paradigm shift collection collation analysis interpretation data cloud computing platform cloud based analytics center greatly assist big data processing two emerging technology integrated offer numerous advantage field data collection storage collation transfer access analysis interpretation enabling real time decision making thus providing competitive edge business however integration quite challenging presently data stored different platform first step towards integration big data cloud computing integration data single platform inherent challenge attempt explaining big data convergence cloud big data technology emergence hadoop enterprise solution ,2
BD_197,increasing degree information technology electricpower industry amount big data thermal power increased geometrically address problem computational bottleneck traditional data mining deal big data thermal power big data mining thermal power method based spark presented according characteristic actual operation unit proposed method determines steadystate condition big data thermal power ides working condition based external constraint addition data mining method based distributed computing used mine big data thermal power get strong association rule thus best value parameter working condition got lastly historical knowledge base established guide operation unit proposed method method applied mw unit power plant anhui province mine operation data unit day month result simulation show proposed method effectively mine big data thermal power advantage computational efficiency compared traditional data mining big data ,2
BD_198,record linkage aim find record dataset represent realworld entity across many different data source crucial data quality evolution big data difficulty appeared deal mainly v big data property ie volume variety velocity value veracity therefore record linkage big data challenging investigates way apply record linkage algorithm handle volume property big data investigation revealed four major issue first technique used resolve volume property big data mainly depend partitioning data number block processing block parallelly distributed among many executers second mapreduce famous programming model designed parallel processing big data third blocking key usually used partitioning big dataset smaller block often created concatenation prefix chosen attribute partitioning blocking key may lead unbalancing block known data skew data evenly distributed among block uneven distribution data degrades performance overall execution mapreduce model fourth best knowledge small number study done far balance load data block mapreduce framework hence dedicated balancing load distributed block ,2
BD_199,big data penetrated various industry business function become important factor production global economy big data technology system big data collection basis storage analysis integration visualization unstructured data semistructured data become important focus big data innovation traditional structured data longer core big data based life cycle theory digital technology acquisition processing storage organization copyright protection cluster high concurrency retrieval dynamic scheduling intelligent digital display coal mine industry information data collected integrated realize centralized management unified retrieval joint exhibition information resource provide technical mean reference digital construction heterogeneous coal mine information data mean big data thinking ,2
BD_200,every day large number earth observation eo spaceborne airborne sensor many different country provide massive amount remotely sensed data data used different application natural hazard monitoring global climate change urban planning etc application data driven mostly interdisciplinary based truly stated living age big remote sensing data furthermore data becoming economic asset important resource many application specifically analyze challenge opportunity big data bring context remote sensing application focus analyze exactly big data mean remote sensing application big data provide added value context furthermore describes challenging issue managing processing efficient exploitation big data remote sensing problem order illustrate aforementioned aspect two case study discussing big data remote sensing demonstrated first test case big data used automatically detect marine oil spill large archive remote sensing data second test case contentbased information retrieval performed highperformance computing hpc extract information large database remote sensing image collected terrorist attack world trade center york city case used illustrate significant challenge opportunity brought big data remote sensing application ,2
BD_201,increasing maritime traffic due worldwide trade tends increase risk wreck collision contact ship producing sinking high economical cost major environmental impact unfortunately loss life continuous news medium reporting issue government captain vessel traffic centre harbor safety rescue force need better tool prevent accident increase safety optimize operational cost current key technology used ship shore station displayed shown smart technology vessel big data analytic tool could improve safety sailor unmannedremote pilot ship going introduced finally sail tracker project initial development smart ship solution upload share information cloud used cognitive analytic tool ,2
BD_202,recent emergence ubiquitous smart communication device accelerate people post current trending topic real time micro blog tweet post multimedia content social medium site geographical location tag geotags specifically recent flood tamilnadu early warning flooded area emerged get posted popular social medium geoparsed hash tag continuously humanitarian view realtime crisis sparked great interest designing innovative methodology big social medium data analysis supervised machine learning technique actuate immediate disaster response rescue effort near future proposed system performs disaster tweet collection based trending disaster hash tag system performs naivebayesian multinomial ssvm classification collected tweet identify severity disaster based locationtointerpolation cluster proximity disaster geographic map generated affected area approach detects tweet fitted correct classifier label generate output detection rate % % time predicted disaster mapping result highly accurate % real time geoparsed tweet matched actual location atrisk flood ,2
BD_203,discover data skewness problem imposes adverse impact mapreducebased parallel knnjoin operation running cluster propose data partitioning approachcalled knndpto alleviate load imbalance incurred data skewness overarching goal knndp equally ide data object large number partition processed mapper reducer parallel heart knndp data partitioning module dynamically judiciously partition data optimize knnjoin performance suppressing data skewness hadoop cluster data partitioning decision largely depends data property eg distribution analysis highly expensive massive amount data speed dataproperty analysis incorporate sampling technique profile data distribution small sample dataset representing big datasets building datapartitioning cost model parallel knnjoins derive timecomplexity upper lower bound parallel knnjoin algorithm cost model offer u guidance systematically investigate knndps performance knndp obtains global nearest neighbor local nearest neighbor improve accuracy approximation solution augment node local data small amount redundant data develop two knndpbased scheme called lsh+ zvalue+ seamlessly integrate knndp existing lsh zvalue algorithm knnjoin computing implement evaluate lsh+ zvalue+ node hadoop cluster driven synthetic realworld highdimensional datasets experimental result show knndp significantly improves performance lsh zvalue offering high extensibility scalability hadoop cluster ,2
BD_204,electronic medical record emr system deliver many benefit healthcare organization patient serve however one biggest stumbling block garnering benefit limited adoption doctor employ unified theory acceptance technology utaut theoretical foundation adapt theory context emr system adoption doctor specifically suggest age significant moderator gender voluntariness experience play significant moderating role tested model longitudinal month period hospital implementing emr system collected wave survey data doctor used system log measure original utaut predicted % variance intention modified utaut predicted % model comparable prediction addition contributing healthcare utaut research hope serve foundation future integrates utaut theoretical perspective ,2
BD_205,petroleum analytics learning machine palm machinelearningbased brutally empirical analysis system managing internet thing iot upstream midstream oil gas operation palm developed unconventional shale oil gas play america simultaneous analysis hundred iot attribute hundred horizontal well thousand hydraulic fracture stage must analyzed near realtime palm validated shale oil gas well hydraulic fracture stage permian basin tx marcellus basin pa palm comprises machine analytics application apps bigdatacentric computational machine learning predictive prescriptive analysis technique maximize production natural gas hydrocarbon liquid minimizing cost operation palm predictive prescriptive technology utilize support vector machine learning signature realtime random forest decision tree steer hydraulic fracture become high instead low oil gas producer completion horizontal shale well progress palm also us support vector regression logistic regression bayesian model nearest neighbor neural network deep learning network uniquely combined ensemble learning tool weigh importance hundred thousand geological geophysical engineering attribute measured field iot computed theoretical analysis reservoir simulation model seismic monitoring production change time palm iot system since method written separate apps strung together operator utilizing oil gas well attribute compute importance weight predicted oil gas water production allows forecasting accurate estimated ultimate recovery eur lifetime well ,2
BD_206,advance computing capability palpably evident throughout many industry manifest unprecedented largescale data integration inferencing branded bigdata many case question whether technique leverage advance biomedicine clinical practice obvious highthroughput clinical analytics synthesizing genomic clinical attribute particular patient portends predictive model directly influence clinical care decision however make widely shared vision practical scalable barrier attributable data heterogeneity dominate method strategy increase comparability consistency healthcare related data discussed ,2
BD_207,order succeed global competition organization need understand monitor customer behavior could retain predicting preference behavior others recently marketing strategy changed productoriented strategy customeroriented strategy organization focused customer relationship management fact organization found retention customer valuable asset important therefore aim describing data mining ability churn management designing implementation customer churn prediction model standard crispdm cross industry standard process data mining methodology based rfm recency frequency monetary random forest technique database one biggest holding country solico food industry group explored model customer tending turn identified effective marketing strategy planned group customer behavior analysis indicates length relationship relative frequency average inter purchase time among best predictor ,2
BD_208,currently data gathered analyzed utilized easier ever aiding big data technology mobile device elastic computing platform convenient software tool thus privacy data could become bigger issue well propose extend capability prominent privacy preservation model k eanonymous provide better option privacy preservation propose add support privacysensitive ordinal datatype model since originally support numerical data experiment conducted show characteristic modified model result conclude characteristic applied similar original thus effectively applied privacy problem ,2
BD_209,nowadays creating huge amount data every day kind device different format independent connected application flood big data outpaced capability process analyze store understand datasets rapid expansion accelerated dramatic increase acceptance social networking application allow user create content freely increase already huge size web ,2
BD_210,cybersecurity incident short shelf life write fall breach moment theft million american information credit bureau equifax compromise three billion yahoo account russian government theft sensitive national security agency document government contractor home computer time read incident long since eclipsed dozen highprofile breach read recent data breach headline day maybe week publicly announced—we learn many record stolen embarrassing secret revealed breach find fired sue—and story typically fade consciousness overshadowed newer bigger even dramatic incident recent cybersecurity breach grab attention breaking news also there strong sense older incident one happened month ago—or even worse year ago—have nothing teach u already hopelessly outofdate adversary moved tactic technology waste time resource learning defend yesterday attack face constantly evolving threat ? ,2
BD_211,data science encompasses set principle problem definition algorithm process extracting nonobvious useful pattern large data set many element data science developed related field machine learning data mining fact term data science machine learning data mining often used interchangeably commonality across discipline focus improving decision making analysis data however although data science borrows field broader scope machine learning ml focus design evaluation algorithm extracting pattern data data mining generally deal analysis structured data often implies emphasis commercial application data science take consideration account also take challenge capturing cleaning transforming unstructured social medium web data bigdata technology store process big unstructured data set question related data ethic regulation ,2
BD_212,fast ethernet sipof system way mass production complete installation set available eg siemens pof technology offer much higher potential data rate gbps realized pmmagipof also multi carrier transmission sipof data rate gbps gbps demonstrated realized pfgipof parallel transmission pof ribbon presentation give overview presently available technology possible application advantage pof technology comparison glass fiber copper cable biggest application time pof car network even bigger pof market exploited applied home network interconnection solution ,2
BD_213,advent emerging technology cloud computing big data internet thing mobile computing producing tremendous amount data era big data storage device versatile characteristic required ultrafast processing higher capacity storage lower cost lower power operation ssds employing nand promising meet requirement since introduction nand technology marketplace memory array size nearly doubled every continue scaling nand array density essential scale vertically minimize total mold height however vertical scaling result critical problem increasing wl capacitance nonuniformity stacked wls due variation channel hole diameter tackle issue proposes scheme programming speed improvement power reduction onchip processing algorithm error correction ,2
BD_214,% world transoceanic flow message data carried undersea cable satellite dominant carrier today cable carry % much bigger evergrowing total reason bandwidth accurately channel capacity function bandwidth noise level well latest opticalfiber cable least time capacity coaxial forebear whereas today satellite improved modestly whats optical cable improving impressive rate current cable alcatel sa paris example carry gb wavelength total capacity gb single fiber likely grow wavelength besides enormous continuing increase capacity cable enjoy advantage satellite better longevity security adherence installation schedule booster rocket failure cable business name three undersea cablesall km league themlive comparatively sheltered life compared satellite threatened meteor shower space debris sun spot hazardous region shore line depth cable usually heavily armored buried beneath sea floor deep ocean hazard far simply lie bottom suspended occasionally sharp depression calm isothermal environment spl degc surrounded world largest heat sink ,2
BD_215,integration digital rf transmitter digital power amplifier dpa becoming great interest systemsonchip socs available nanometer technology small highspeed switching device directly benefit switching power amplifier achieving peak power high peak efficiency however pa backoff efficiency remains big challenge highdatarate system large peaktoaverage ratio par wlan different solution published enhance power backoff efficiency cost higher complexity larger area ,2
BD_216,describes operating condition volt transmission line pacific light power corporation delivers power big creek hydroelectric development los angeles cal mile away daily operation kw generated utilizing total hydraulic head ft two step plan future contemplate building two power house operating somewhat lower head particular interest complete success constant potential system e operation voltage generating receiving station mean synchronous condenser receiving end conjunction automatic voltage regulator one condenser well generator power house line operated unusual freedom short circuit appendix describe development system give data relating equipment big creek transmission line ,2
BD_217,describes operating condition volt transmission line pacific light power corporation delivers power big creek hydroelectric development los angeles cal mile away daily operation kw generated utilizing total hydraulic head ft two step plan future contemplate building two power house operating somewhat lower head particular interest complete success constant potential system e operation voltage generating receiving station mean synchronous condenser receiving end conjunction automatic voltage regulator one condenser well generator power house line operated unusual freedom short circuit appendix describe development system give data relating equipment big creek transmission line ,2
BD_218,today invehicle infotainment system requires external memory access bandwidth mabw especially high definition hd videoaudio demand maximum utilization sdram access instead expansion sdram capacity due limitation chip size lpddr @ bit sdram support gb efficiency limited around % sdram ac timing idea achieve even mabw limitation introduced placing lossless compression unit source request decompression unit dcu integrated inside memory controller mc number sdram command deducted increasing bus data bandwidth however latency becomes critical issue realtime request may nondecompression going dcu big number processing cycle adaptive solution applied bandwidth latency requirement satisfied nondecompression transaction separated processed outoforder relax latency whereas decompression transaction go dcu decompression processing simulation result lpddr @ bit show average gb mabw data rate decompression video playback data stream realtime requirement maintaining ,2
BD_219,many bigdata bd processor reduce power consumption employing ternary contentaddressablememory tcam prestored signature pattern filter reduce amount data sent processing following stage ie wireless transmission reduce standby power bdprocessors commonly nonvolatile memory nvm back signature pattern srambased tcam stcam power interruption frequentoff operation however macro stcam + nvm scheme suffers long delay requires considerable energy wakeup operation due wordbyword serial transfer data nvm tcam macro signature pattern seldom updated written therefore singlemacro nonvolatile tcam nvtcam used bdprocessors reduce area facilitate fastlowpower wakeup operation compared macro approach previous nvtcams designed diodeconnected tr sttmtj dtr tr pcm tr reram however suffer following issue large cell area high write energy esubwsub due two nvm r device limited wordlength wdl kbit caused small currentratio iratio isubmlmissubk×isubmlsub matchline ml mismatch current isubmlmissub ml leakage current k matched cell k × isubmlmissub long search delay tsubsdsub excessive search energy esubssub due large ml parasitic load csubmlsub small iratio reram promising nvtcam due low esubwsub high resistanceratio rratio multiplelevel cell mlc capability overcome issue develops mlcbased tr nvtcam bidirectional voltageider control bvdc ××b tr nvtcam macro fabricated backendofline beol reram nm cmos process × cell size reduction compared stcam technology tsubsdsubns wdlb ,2
BD_220,chapter saw transmission data could protected errorcorrecting code information could received accurately spite occasional noise code important ingredient getting reliable communication whole story although code correct detect small number bit lost garbled often there bigger failure overcome typical packet network whole packet many bit lost ensure communication still succeeds despite kind loss ? ,2
BD_221,meet requirement high datarates rf transceivers g standard must ultrawide bandwidth mmwave band big challenge g transceiver generate ultralowpn phase noise localoscillator lo signal suppress integrated pn ipn extremely wide bandwidth pll directly generates mmband lo signal good choice due powerhungry frequency iders relatively poor pn mmband lo generator cascading ghzrange pll frequency multiplier shown fig attractive solution first ghzrange pll higher fom mmband pll second cascaded architecture naturally able support band g g standard injectionlocked frequency multiplier ilfm popular mmband achieving ultralow pn even tight power budget however vulnerability pn pvt variation critical problem ilfm pn performance improved freerunning vco frequency fsubvcosub target frequency sufficiently close lock range fsublsub narrow especially high frequency calibrate fsubvcosubover pvt many frequencytracking loop ftls used powerhungry circuit replicavco tdc counter operating fsubvcosub suitable mmband ilfm subsampling ftl used voltage level vco output momentarily sampled injection pulse however accurate sampling pulse width injection pulse must narrow since sampling occurs edge pulse mmband vco pulse width must le p narrow pulse limit injection strength fsublsub mmband ilfm mixer iders consumed lot power envelope detector used another mmband ilfm enable calibration operating low frequency detect fsubvcosubafter vco injectionlocked prevent pn degradation due realtime drift fsubvcosub ,2
BD_222,summary bigger based result arrived orleans data base design workshop outline four major area data base design discus important issue result achieved future research problem ,2
BD_223,highperformance io essential bigdata analysis modern storage system utilize hdds ssds mainly achieving large capacity high performance respectively ssd cache access hdds one promising method improving largescale io performance modern computer addition increasing importance highperformance io processing investigate io performance storage system including ssd ssd cache experimental result show bigdata processing performance improve significantly ssd cache ,2
BD_224,big data extracting valuable information data order intelligent way revolutionize decisionmaking business science society bigdse discus link big data software engineering critically look issue costbenefit big data ,2
BD_225,accurate detection singular region groundpenetrating radar gpr useful assessing roadway pavement bridge deck concrete structure railroad ballast condition locate object large radargram involves extensive computational resource time especially data interest posse small portion whole big data set therefore efficient gpr signalprocessing technique highly demanded proposes entropy analysis narrow data scope interested region considerably reduce computational cost sophisticated data postprocessing joint timefrequency analysis shorttime fourier transform performed singular region location detection refinement proposed methodology tested different laboratory setup analysis result show good agreement physical configuration ,2
BD_226,big data seen number sample feature selection representative feature important uig data analysis reduce dimension feature selection method used handle problem research homogeneous distributed ensemble feature selection method dimensional partition used approach feature selection result showed proposed method improve accuracy feature selection method increase % several datasets addition also speed computation almost two time faster ,2
BD_227,highspeed data transmission expected communication control system conventionally wire halfduplex transmission system data transmitted direction time order increase transfer performance clock frequency must increased however transmission frequency exceeds khz transmission environment become selective call wire duplex transmission system treated lowfrequency highspeed data transmission available wire duplex transmission system however big problem transmission signal contaminated noise become difficult recognize component signal noisy signal research nonlinear wavelet thresholding applied wire duplex transmission signal order remove noise propose modified universal threshold noise estimation method instead median absolute deviation mad method recognition basic signal denoised transmission signal shown evaluated proposed method wire duplex transmission signal ,2
BD_228,wideband power amplifier pa high poweradded efficiency pae required softwaredefined radio highdatarate communication pa classab provide linear amplification pae better classa reported achieve bandwidth larger one octave however classab operation generates large amount & ltsup & gtnd & ltsup & gtharmonic current transistor output amplitude high % fundamental current theory output matching network providing optimum load impedance fundamental frequency insufficient achieve good power performance bringing big challenge integrated classab pa design octave bandwidth demonstrate toghz fractional bandwidth % classab pa designed nm cmos output matching technique based differential architecture enables pa achieve maximum pae % overall pae % proposed provide transistor output optimum load impedance fundamental & ltsup & gtnd & ltsup & gt harmonic octave bandwidth without predistortion pa deliver output power dbm evm & ampltdb qam signal ac format mhz bandwidth ghz ,2
BD_229,article examines key technology trend strategy facing cio including mobility & amp byod personal cloud byoc mobile apps html big data social medium corporate app store inmemory computing actionable analytics hybrid cloud video voice telepresence ,2
BD_230,following topic dealt edemocracy egovernment election big data publicprivatepeople partnership model smart city smart government ecollaboration collaborative working environment social voting recommendation opinion mining ehealth service decision support system ejustice eeducation collaborative learning ,2
BD_231,social medium become ubiquitous globally used social networking content sharing twitter wellknown micro blogging social medium site share exchange people opinion content different aspect life power twitter based prediction magnified importance greatly accepted research investigate tweetbased application deep neural network predict electoral result pakistan collected tweet data twitter api first tuned hyper parameter neural network trained model tweet dataset election tested trained model tweet data set election model showed pti clear winner result close actual outcome election also declared pti biggest political party ,2
BD_232,existing noninvasive lung cancer diagnostic equipment difficulty detecting early stage lung cancer abnormal tissue smaller cm size according study showing volatile organic compound vocs human breath gas provide biomarkers human disease especially lung cancer noninvasive method developed measure exhaled air cancer patient chromatographymass spectrometry gcms however traditional gcms equipment expensive requires specialist operate research demonstrate portable micro gas chromatography μgc system overcome limitation conventional method realize small chip big data ,2
BD_233,lightemitting diode led becoming dominant lighting source conventional counterpart besides benefit high efficiency long lifetime led also show great potential highspeed data transmission wide bandwidth bw addition offering general lighting light output modulated fastswitched led achieve visible light communication vlc though mb datarate demonstrated white led laboratory highfrequency modulation hardly supported commonly used dimmable driver switching converter regulate led current driver changing slope led current limited low loop bw large inductor capacitor linear multiplestring led driver free inductor big capacitor theoretically provide higher turn onoff speed however light output driver usually varies significantly doublelinefrequency considered harmful optical flicker also greatly affect effectiveness data transmission linear driver regulates product led current led voltage mitigate optical variation multiplier added regulation loop resulting limited bw ,2
